si,di,volume_mm3,eig1,eig2,eig3,linearity,planarity,sphericity,covH,covW,covD,components,dataset,case
0.0013383974869285475,2.961260473012482,58326.483219291,2546.744869704241,1106.7126499601368,124.61218740442109,0.5654403143693535,0.38562970097187993,0.04892998465876661,0.384765625,0.625,0.6889952153110048,1,AIIB,AIIB23_121.nii.gz
0.001458892564079685,2.936860226002057,107191.60261821107,3684.682453609496,1746.1088893545812,163.2952770536265,0.526116860451814,0.4295658125845929,0.044317326963593105,0.345703125,0.564453125,0.7326565143824028,1,AIIB,AIIB23_122.nii.gz
0.0013087334944375196,3.0146398696033816,73506.01244786399,2936.9144099707955,1385.0344493309528,243.04883206147127,0.528404898478221,0.388838576089399,0.08275652543237995,0.447265625,0.58203125,0.792713567839196,1,AIIB,AIIB23_123.nii.gz
0.0007112537347099758,3.102586085946924,46214.63616228454,2456.1244415486353,957.8661299772069,192.3786074221046,0.6100091209656896,0.3116647958083293,0.07832608322598103,0.314453125,0.4296875,0.7413554633471646,1,AIIB,AIIB23_124.nii.gz
0.003946070260229684,2.3026827778168606,97770.71415528713,1988.3109411635546,1060.8622611611993,172.12798388269306,0.466450523809729,0.4469795236143604,0.08656995257591059,0.4609375,0.7265625,0.7336814621409922,1,AIIB,AIIB23_136.nii.gz
0.0030515378451311174,2.6805061848311778,122468.67897415161,2799.236159303574,1862.146626169221,375.19433921526286,0.3347661575533137,0.5311992994988673,0.13403454294781902,0.546875,0.77734375,0.7511380880121397,1,AIIB,AIIB23_137.nii.gz
0.002039285463707469,3.0108176941795657,68566.09865723168,2537.563768895592,1599.7737309761721,197.96192722881352,0.369563141393514,0.5524242665071863,0.07801259209929973,0.466796875,0.66015625,0.6261682242990654,1,AIIB,AIIB23_138.nii.gz
0.001842498779296875,3.0547342969506497,63959.765625,2957.0217403002644,1021.3262882866112,148.96323176298066,0.6546098142034956,0.29501408279637753,0.05037610300012691,0.423828125,0.587890625,0.5929203539823009,1,AIIB,AIIB23_139.nii.gz
0.0019241904863709722,3.2420007103234885,46109.33044433594,2091.8086929265964,1265.4875846422142,323.12783624224744,0.395027093576276,0.45049996760532396,0.15447293881840002,0.5,0.6484375,0.623400365630713,1,AIIB,AIIB23_140.nii.gz
0.0019152964390631393,3.210324212864337,58428.04500984857,3136.934910135789,1071.368590310438,120.92942183602266,0.6584664263039931,0.3029833884673347,0.03855018522867214,0.439453125,0.560546875,0.7479541734860884,1,AIIB,AIIB23_141.nii.gz
0.002686268881784999,2.622901012995453,102353.29009819031,2229.6439512613806,1670.9058228617641,264.0807789364788,0.2505952253423783,0.6309639900708809,0.1184407845867408,0.419921875,0.740234375,0.5603576751117735,1,AIIB,AIIB23_142.nii.gz
0.0037229248046875,2.663677495052253,131344.787109375,2801.994674563555,1890.6606122819535,344.35630513496113,0.3252447517315688,0.5518584032954482,0.12289684497298299,0.46484375,0.74609375,0.7328,1,AIIB,AIIB23_143.nii.gz
0.00166164410459267,2.98843681540779,79004.52506023832,2619.773411101602,1752.399945202811,232.8267918462598,0.3310872086201015,0.5800399175429367,0.08887287383696182,0.400390625,0.603515625,0.7186495176848875,1,AIIB,AIIB23_144.nii.gz
0.0011820335910744863,3.3712530457939325,34465.6787109375,2476.335605310741,853.0039816045705,62.711893965326034,0.6555378116862589,0.3191377153986668,0.025324472915074323,0.44140625,0.478515625,0.636986301369863,1,AIIB,AIIB23_145.nii.gz
0.0022101563014341203,2.9540333417107765,71877.14310333456,2606.5069313260765,1519.8889023316308,220.83925241659253,0.41688668306806387,0.49838718412850674,0.08472613280342946,0.4453125,0.689453125,0.8932584269662921,1,AIIB,AIIB23_146.nii.gz
0.0016795307600579294,2.713739534476125,62579.96105957031,2254.2088259846455,1068.5630764759048,120.03760491412646,0.5259697929675379,0.42077977010291384,0.05325043692954829,0.337890625,0.60546875,0.7755102040816326,1,AIIB,AIIB23_147.nii.gz
0.0006793634131791483,3.237415167241013,18950.000282377005,1396.9934616918845,682.5874756500234,51.14350507040638,0.5113882102043994,0.4520020944227482,0.03660969537285236,0.330078125,0.4765625,0.6328928046989721,1,AIIB,AIIB23_148.nii.gz
0.0013066001945194678,3.269692319475061,41519.53125,1878.323255683323,1558.8312316729957,164.3234571326527,0.17009427053816564,0.7424216094439129,0.0874841200179214,0.35546875,0.552734375,0.7749419953596288,1,AIIB,AIIB23_149.nii.gz
0.0026966407650806865,2.8167011268436664,120018.9051361084,2903.516521592804,1973.2600087638577,374.73534236199504,0.3203896054700693,0.5505478114259009,0.12906258310402988,0.478515625,0.60546875,0.6967213114754098,1,AIIB,AIIB23_150.nii.gz
0.0031745824783178003,2.9101678446453603,115478.0037791717,3954.48925855618,1486.8187949241733,200.52836305233197,0.6240174905755025,0.3252734671332696,0.05070904229122794,0.548828125,0.671875,0.7491961414790996,1,AIIB,AIIB23_151.nii.gz
0.0007342739381651947,3.484919880979167,68240.64973519076,4067.826393375455,1691.6475197291875,133.84464830352778,0.5841396962062902,0.38295706866020046,0.03290323513350932,0.302734375,0.51171875,0.6594202898550725,1,AIIB,AIIB23_152.nii.gz
0.0020592594146728515,2.627647270936647,70632.59672041284,2058.3325336054586,1018.3073994572514,266.68192704298934,0.5052755651325479,0.36516231470999705,0.12956212015745508,0.48046875,0.572265625,0.67,1,AIIB,AIIB23_153.nii.gz
0.0017153586908522842,3.314452427323886,51860.44007331788,2848.175922873914,1256.4546618113015,189.96283497907527,0.5588563712934232,0.37444731495240535,0.06669631375417141,0.3671875,0.505859375,0.9497568881685575,1,AIIB,AIIB23_154.nii.gz
0.0023064406966294133,3.0134617817894753,101271.77175049964,2958.369994447962,2141.5831210395627,311.10428679708497,0.27609354980657635,0.6187457409579523,0.10516070923547129,0.431640625,0.62890625,0.7517084282460137,1,AIIB,AIIB23_155.nii.gz
0.0012186595371791295,3.5181780477794993,30259.684343338013,1970.4939322438127,1204.6496984616442,197.28816426449782,0.38865597160712756,0.5112228552006035,0.10012117319226894,0.435546875,0.619140625,0.8130252100840336,1,AIIB,AIIB23_156.nii.gz
0.002316555734408104,3.25860541046884,74395.90815687334,3037.6531885923177,1782.8277794320938,354.47641309633804,0.41309041264902396,0.47021541883050505,0.11669416852047101,0.48828125,0.654296875,0.923728813559322,1,AIIB,AIIB23_157.nii.gz
0.001638300513821328,3.3942254206898315,35565.6017906144,1994.229377054155,1397.2190626424574,97.5011468882672,0.29936892981367674,0.6517394291293179,0.048891641057005386,0.3736979166666667,0.6809895833333334,0.910377358490566,1,AIIB,AIIB23_158.nii.gz
0.0010638540331037293,3.193294352784149,39418.93624647242,1725.745853749592,1376.8947654361536,112.70695517928561,0.20214511166605248,0.7325457613066955,0.06530912702725203,0.33203125,0.51171875,0.7379134860050891,1,AIIB,AIIB23_159.nii.gz
0.0013249419456304505,3.1678129455705784,50543.270568847656,2291.0830638814937,1455.3196526242377,135.85766185000173,0.3647896597172375,0.5759118958082811,0.059298444474481515,0.380859375,0.615234375,0.739202657807309,1,AIIB,AIIB23_160.nii.gz
0.0016477359748034745,3.4097549609690767,109852.66334108071,3735.440516532819,2963.1449013654483,426.9271234639607,0.20674820325721693,0.6789608258186286,0.1142909709241544,0.412109375,0.619140625,0.698136645962733,1,AIIB,AIIB23_161.nii.gz
0.001783054307620958,2.728136052335091,58528.08721923828,1884.2878297214384,1051.0524184382027,176.53176623280453,0.44220176882765094,0.4641120312997415,0.09368619987260753,0.427734375,0.55859375,0.7007722007722008,1,AIIB,AIIB23_162.nii.gz
0.0017580626810318961,2.9121113517446324,102491.82386398315,3375.5102561630415,1565.708411408754,268.71410082673265,0.5361565237285038,0.3842365189718964,0.07960695729959986,0.41796875,0.6171875,0.691285081240768,1,AIIB,AIIB23_163.nii.gz
0.0015920613411520813,2.6776972733223197,56164.66357421875,1688.8166237898108,1110.9251624756562,182.65263168344734,0.3421872174714445,0.5496585702177107,0.10815421231084482,0.3984375,0.595703125,0.6238003838771593,1,AIIB,AIIB23_164.nii.gz
0.0019826277417978027,2.651736007034287,59316.57016617812,1803.0388647468108,947.4580718382894,167.6175686737448,0.47452154783622214,0.432514527785319,0.09296392437845885,0.443359375,0.474609375,0.5771971496437055,1,AIIB,AIIB23_165.nii.gz
0.00405757874250412,2.6008800244731134,106366.9921875,2760.937946425119,1217.222494810071,298.1395519207918,0.5591271812587679,0.33288793907132685,0.10798487966990525,0.544921875,0.623046875,0.921875,1,AIIB,AIIB23_166.nii.gz
0.0017782717334980868,3.1074332522003782,96618.08851362193,3145.72759957553,2115.261571660749,248.8090754271798,0.3275763699481886,0.5933293450092181,0.07909428504259332,0.447265625,0.6484375,0.6690962099125365,1,AIIB,AIIB23_167.nii.gz
0.000269964337348938,4.365760526228319,11057.7392578125,1883.2813979014823,753.9486910742138,30.745126615269808,0.5996622215276326,0.384012482290114,0.016325296182253344,0.306640625,0.41015625,0.517578125,1,AIIB,AIIB23_168.nii.gz
0.000689889783057097,3.571502716504001,28541.291225594705,2547.589260795162,752.6556660903898,89.20923167530582,0.7045616113739354,0.26042127144467825,0.03501711718138643,0.390625,0.466796875,0.6915887850467289,1,AIIB,AIIB23_169.nii.gz
0.0017018201874523628,2.8257551977421507,86545.23338978061,2805.225499644348,1326.7526292899176,194.170993442913,0.5270424322543318,0.40373996172164967,0.06921760602401852,0.416015625,0.546875,0.6499282639885222,1,AIIB,AIIB23_170.nii.gz
0.0007892631281731036,3.32067415972608,44059.598348617554,1983.3909171471848,1547.6257801760603,298.596085382728,0.21970713549394913,0.6297445874108757,0.15054827709517518,0.40625,0.57421875,0.5712166172106825,1,AIIB,AIIB23_171.nii.gz
0.0014771944053660088,3.019441543662859,45318.90692530433,2098.045436539396,969.3500982327856,147.06563273369952,0.537974687606541,0.391928816782632,0.07009649561082705,0.38671875,0.580078125,0.6608811748998665,1,AIIB,AIIB23_30.nii.gz
0.001410061085717918,3.1529003947425056,51901.81122871951,3027.270433532292,955.7431431927488,123.84628119247446,0.6842888125863388,0.2748009734398248,0.040910213973836373,0.392578125,0.59765625,0.7088757396449704,1,AIIB,AIIB23_31.nii.gz
0.001777734971584234,3.5004571712091215,63319.775319099426,3187.684524848778,1819.2445281432101,292.10143564689554,0.42928965712831507,0.47907598151318365,0.09163436135850134,0.439453125,0.7109375,0.8521303258145363,1,AIIB,AIIB23_32.nii.gz
0.0032045559620294045,2.587142585992235,146146.8940686601,3352.8382324571558,1702.4132146940876,194.55086471983086,0.49224713610878273,0.4497271402411822,0.058025723650035034,0.384765625,0.64453125,0.8661417322834646,1,AIIB,AIIB23_33.nii.gz
0.0015705342878375138,3.034436476820762,61411.030677198825,2998.6996702377282,935.0921800084031,96.64953069625395,0.6881674449464718,0.2796020747371743,0.03223048031635387,0.37890625,0.537109375,0.6798245614035088,1,AIIB,AIIB23_34.nii.gz
0.0017956076614338975,2.8595305960152033,54866.87581758015,2059.978502867314,1194.9348648622622,138.0765190122318,0.4199284782831399,0.513043385830956,0.0670281358859042,0.43359375,0.71484375,0.6152815013404825,1,AIIB,AIIB23_36.nii.gz
0.0017434607825291247,2.8396350287424728,88754.06643286317,2145.297340477857,2003.859710544025,297.5528143052776,0.0659291498969216,0.7953708159907913,0.13870003411228712,0.4140625,0.591796875,0.7481108312342569,1,AIIB,AIIB23_37.nii.gz
0.0023421509374531623,2.9144307043074877,83750.04625746101,2736.843462606598,1671.6835527612056,177.98896190631294,0.3891928509608376,0.5457727529042828,0.06503439613487956,0.435546875,0.73046875,0.8201438848920863,1,AIIB,AIIB23_38.nii.gz
0.0007776661079470851,2.9533045134841442,37574.2425403595,2231.3318938171274,556.3400830403043,76.406825320656,0.7506690579819677,0.21508824350582337,0.034242698512208895,0.349609375,0.423828125,0.680672268907563,1,AIIB,AIIB23_39.nii.gz
0.001957216473407926,2.9184128250131014,95825.95886779185,2744.6447394321435,1881.5128572360306,305.80221372124265,0.31447854427042954,0.5741036793857687,0.11141777634380177,0.443359375,0.6875,0.7066246056782335,1,AIIB,AIIB23_40.nii.gz
0.001209576468556649,3.3526418880855537,64445.0552999342,3706.306357765762,1337.0597659821678,206.1233496742596,0.6392473700452073,0.3051384065805235,0.05561422337426931,0.40234375,0.595703125,0.763271162123386,1,AIIB,AIIB23_41.nii.gz
0.002565222474101195,2.680706220286893,86233.73621455368,2356.5088811425317,1444.4509128294162,255.18293899381166,0.38703778102075836,0.5046736650782317,0.10828855390100994,0.388671875,0.609375,0.987460815047022,1,AIIB,AIIB23_42.nii.gz
0.0022970236851097637,3.1167315893051395,93862.86882591248,2478.0563936744634,2220.353785530247,432.7280235995636,0.10399384324022376,0.7213821955359099,0.17462396122386636,0.462890625,0.60546875,0.7051509769094139,1,AIIB,AIIB23_43.nii.gz
0.0011256577132584213,3.2306261087852244,42714.10402679443,2050.097463838156,1296.78635053274,248.29036697794834,0.36745136589510247,0.5114371399649538,0.12111149413994374,0.38671875,0.619140625,0.6623376623376623,1,AIIB,AIIB23_44.nii.gz
0.0016726729690387685,3.102078635103905,102062.08064070428,3412.310314003004,1889.5256494108435,465.3777584121485,0.4462620701121908,0.4173559143066381,0.1363820155811711,0.44921875,0.662109375,0.6559139784946236,1,AIIB,AIIB23_45.nii.gz
0.0017715502439859426,2.994808635941926,92463.45457876757,3721.491956973967,1309.9810499351836,218.99272082220753,0.6479957326038776,0.2931588571805176,0.05884541021560495,0.40625,0.58984375,0.7391763463569165,1,AIIB,AIIB23_47.nii.gz
0.0017562601939741388,3.1760181977546607,68199.17202291725,3392.27308206841,1257.9212570485106,166.53791035176747,0.6291804266295968,0.32172626445253083,0.04909330891787237,0.44921875,0.646484375,0.7846385542168675,1,AIIB,AIIB23_49.nii.gz
0.0018069186545855004,2.9549972715190123,112141.47395244356,3374.6908170608003,1962.0867464007324,294.9245313932004,0.418587700988377,0.4940192466163621,0.08739305239526092,0.421875,0.61328125,0.7001434720229556,1,AIIB,AIIB23_50.nii.gz
0.0018696981500389777,2.8003883565959637,44130.86463580839,1832.73846520112,848.2566073727618,176.27136734437897,0.5371643998972454,0.36665637393857003,0.09617922616418453,0.453125,0.58984375,0.9219088937093276,1,AIIB,AIIB23_52.nii.gz
0.0010003014834212144,3.376804977438351,39844.18773514311,2078.4454361496223,1485.9532225519288,148.00865264629684,0.2850650795506577,0.6437236920610296,0.07121122838831265,0.35546875,0.572265625,0.7405247813411079,1,AIIB,AIIB23_53.nii.gz
0.004112854357938479,2.7557593561605342,115429.8980987089,3462.898379127801,1378.0167641101013,250.74798961665158,0.602062603853486,0.32552753534089396,0.07240986080562012,0.521484375,0.75,0.7935034802784223,1,AIIB,AIIB23_54.nii.gz
0.0015077147372933321,3.14603022960267,70238.181640625,3697.2489568645087,911.9866485002626,128.95711899150345,0.7533337194383354,0.21178707158871327,0.03487920897295131,0.375,0.4765625,0.7005813953488372,1,AIIB,AIIB23_55.nii.gz
0.0011860068228325361,3.1103957319673365,46303.90522003174,1887.0164544260997,1432.0768175765088,156.9964392378157,0.24108938519455156,0.6757123793742884,0.08319823543116013,0.34375,0.51171875,0.731610337972167,1,AIIB,AIIB23_60.nii.gz
0.0011651071758777922,3.1421491869160367,45183.94288634509,2217.7616593352095,1209.0146550808415,118.63701476085934,0.454849149370157,0.4916568179138019,0.05349403271604112,0.40234375,0.580078125,0.7357414448669202,1,AIIB,AIIB23_61.nii.gz
0.002357838845398073,3.0538073081221033,92409.97910864046,3899.362747710745,1450.0012351472708,166.01010705509603,0.6281440509738305,0.3292822984591484,0.042573650567020976,0.478515625,0.720703125,0.7342799188640974,1,AIIB,AIIB23_62.nii.gz
0.001880973897954469,2.5061239941598092,80001.52466071652,2570.175080306215,767.6271239138455,92.00662822076654,0.7013327497431073,0.262869444525384,0.035797805731508654,0.37890625,0.6927083333333334,0.6895161290322581,1,AIIB,AIIB23_63.nii.gz
0.0011568955384968409,2.9767933532104127,32518.9453125,1605.7171556680903,869.0080671356951,112.25929497983746,0.4588037724650658,0.47128398017333095,0.06991224736160322,0.333984375,0.533203125,0.6885245901639344,1,AIIB,AIIB23_64.nii.gz
0.0015219265126927013,3.171921864790651,42082.5853823073,2419.5905013517913,993.9478897268066,131.25509874634875,0.5892082196671289,0.3565449568836063,0.05424682344926481,0.390625,0.681640625,0.7740641711229946,1,AIIB,AIIB23_66.nii.gz
0.001292938232421875,3.0684302569033686,46675.07019042969,2081.889392619014,1260.4455403566415,161.2453686611302,0.3945665198039158,0.5279820222882825,0.0774514579078016,0.41796875,0.587890625,0.756,1,AIIB,AIIB23_67.nii.gz
0.0021976984984485816,2.7869879078008863,61585.89037216341,2616.6516452096876,811.9338070947292,76.07885979732505,0.6897050440087663,0.28122006559204626,0.029074890399187397,0.396484375,0.54296875,0.9574468085106383,1,AIIB,AIIB23_68.nii.gz
0.0013275089548594916,3.5845854595951794,71154.47998046875,4225.846367005531,1749.054137027345,224.80476978684993,0.5861056022567287,0.36069682493464394,0.05319757280862731,0.3671875,0.607421875,0.8149253731343283,1,AIIB,AIIB23_69.nii.gz
0.0013955288564279182,3.106043273185036,48958.80293378776,2268.132328851342,1200.0323388692539,185.23662691670256,0.47091608209782443,0.4474146852209799,0.0816692326811957,0.4140625,0.580078125,0.712468193384224,1,AIIB,AIIB23_71.nii.gz
0.0011343081473027528,2.8846701101001813,61161.752928108464,2607.9226350959116,1115.1205990356893,75.38366556995963,0.5724103989784657,0.3986839638084169,0.028905637213117424,0.3098958333333333,0.5546875,0.7216867469879518,1,AIIB,AIIB23_72.nii.gz
0.0014994623833623074,3.3112231341820118,45817.81318273861,2627.428045795289,1253.371993246617,139.43832311935242,0.5229661968279564,0.4239635303847459,0.053070272787297666,0.431640625,0.642578125,0.792225201072386,1,AIIB,AIIB23_73.nii.gz
0.0024493615604141384,2.6778358189470843,70359.5518951416,2408.912131612357,1005.6765222625744,151.05696810804898,0.5825183870075638,0.35477406707338177,0.06270754591905435,0.40234375,0.642578125,0.9300970873786408,1,AIIB,AIIB23_74.nii.gz
0.000918741011542906,3.07400385474797,45716.552734375,1828.950447824189,1427.6036788099027,229.14985553753698,0.21944102941211366,0.6552686130442223,0.12529035754366397,0.341796875,0.5546875,0.6607717041800643,1,AIIB,AIIB23_75.nii.gz
0.0008154896758791639,2.9398684044916545,23736.622980167158,1666.334495727379,268.5800429662837,44.76904667079321,0.838819850603258,0.13431336677561476,0.026866782621127266,0.31640625,0.369140625,0.525065963060686,1,AIIB,AIIB23_76.nii.gz
0.0013373709650056492,2.8804587075251717,54173.71328326545,2344.844968898223,716.405343918938,273.426274374366,0.6944764564731303,0.18891614389019304,0.11660739963667677,0.46484375,0.5078125,0.6772486772486772,1,AIIB,AIIB23_77.nii.gz
0.0012237164152770483,3.4111218938868406,37876.34811401367,2028.3652913659585,1248.1249868625061,254.46127076757287,0.38466459065566855,0.48988400675391763,0.12545140259041382,0.41015625,0.53125,0.7282913165266106,1,AIIB,AIIB23_78.nii.gz
0.0004773178305127346,3.1367057576622095,23477.862263909905,1704.0376940738488,502.8202261386168,69.13402356604958,0.7049242350170537,0.2545050523710847,0.040570712611861674,0.3125,0.365234375,0.5335120643431636,1,AIIB,AIIB23_79.nii.gz
0.0028428362126935993,2.971444466747199,116300.28192749902,2806.680013610967,2407.564777288131,377.9169138892573,0.14220190202920543,0.7231490064973979,0.13464909147339665,0.4609375,0.701171875,0.706140350877193,1,AIIB,AIIB23_80.nii.gz
0.0018445642326664461,2.860198805962492,107499.19713772756,3494.930902509673,1566.8326272064742,207.63264497398052,0.5516842332758716,0.38890611006256703,0.05940965666156137,0.4036458333333333,0.5638020833333334,0.8306878306878307,1,AIIB,AIIB23_81.nii.gz
0.0013867332821800595,3.4007522240276677,46849.57470703125,3180.7047538886336,1111.415598350438,127.34476431907456,0.6505756791819,0.3093876703986021,0.04003665041949797,0.412109375,0.630859375,0.8546365914786967,1,AIIB,AIIB23_82.nii.gz
0.0008711923107763476,3.261855849604959,35539.27643137091,2101.420991345121,993.7992698698189,220.48052983702934,0.5270822581658483,0.3679980085940741,0.10491973324007751,0.435546875,0.521484375,0.650200267022697,1,AIIB,AIIB23_83.nii.gz
0.0019294499911875576,2.769793140196161,81319.70683288574,2692.17346769741,1171.056650434352,164.22103369918406,0.5650144151238718,0.37398615981321015,0.060999425062917924,0.369140625,0.580078125,0.7495395948434622,1,AIIB,AIIB23_84.nii.gz
0.002057244105892287,2.5671094291411642,95801.68241052749,2621.626742663667,1303.2432600327538,211.24973276082912,0.5028875625869562,0.41653279984564856,0.0805796375673952,0.443359375,0.603515625,0.835635359116022,1,AIIB,AIIB23_85.nii.gz
0.0019023232426203735,3.272991198335485,54933.0078125,2252.6165651146616,1675.063204310682,240.9704309108777,0.25639221949634433,0.6366342126791591,0.10697356782449655,0.48046875,0.642578125,0.7322695035460993,1,AIIB,AIIB23_87.nii.gz
0.0014677286546098966,3.1962225222107197,85879.02647453359,3043.5640829765366,2149.6717942935907,294.48012466556,0.2936991843486139,0.6095457887693613,0.09675502688202482,0.341796875,0.580078125,0.8330550918196995,1,AIIB,AIIB23_88.nii.gz
0.001965292138991013,3.2381968519243496,50193.04942957533,2669.374404135489,1243.6404506197757,139.24912072201653,0.5341078985798755,0.41372665002960884,0.05216545139051565,0.4140625,0.65625,0.9330065359477124,1,AIIB,AIIB23_89.nii.gz
0.0014271657401268634,2.935679349149635,47097.6682434082,1557.7504010408993,1196.9484941856786,290.53180701379193,0.2316172774625065,0.5818754317548004,0.18650729078269318,0.48828125,0.53125,0.653211009174312,1,AIIB,AIIB23_90.nii.gz
0.0022703052240576446,2.730050571741586,91816.53750610352,2865.2618737048547,1390.7640626583175,125.76390457619932,0.5146118840230038,0.4414954771468904,0.043892638830105773,0.4140625,0.66015625,0.6497175141242938,1,AIIB,AIIB23_91.nii.gz
0.001061393765945716,3.039967414509445,31895.858087539673,1559.6390995806914,981.9731525849149,64.90448853440843,0.3703843710708983,0.5880005600635815,0.04161506886552022,0.29296875,0.55078125,0.6845018450184502,1,AIIB,AIIB23_92.nii.gz
0.0010771859502912468,3.3014435109593,54738.28206566395,2787.9704676950023,1306.2009565045012,226.40297430887756,0.5314868031638718,0.38730610481981304,0.08120709201631526,0.38671875,0.58984375,0.6511335012594458,1,AIIB,AIIB23_93.nii.gz
0.0018231419732779343,2.7518297683328843,55797.524780076375,1926.6729271427096,1090.109490404282,156.1571725114924,0.4342010649306554,0.4847487628727195,0.08105017219662514,0.419921875,0.560546875,0.7718832891246684,1,AIIB,AIIB23_94.nii.gz
0.0035420329215459638,3.140449022610721,71843.42211914062,2758.2295175084373,1605.0788538352833,289.2563376456618,0.4180763987743912,0.47705330823166225,0.10487029299394661,0.537109375,0.771484375,0.9200863930885529,1,AIIB,AIIB23_95.nii.gz
